a,b,zip_code,d,name,f,canton,h,I,j,k,l,m
5810,20,1724,3,Ferpicloz,Ferpicloz,FR,2,,1,926,2194,19960905
5811,20,1726,3,Grenilles,Grenilles,FR,2,,0,983,2192,19960905
5812,20,1782,3,Lossy,Lossy,FR,2,,1,939,2235,19960905
5813,20,1756,2,Lovens,Lovens,FR,2,,0,986,2234,19960905
5814,20,1727,2,Magnedens,Magnedens,FR,2,,0,948,2184,19990728
5816,20,1724,4,Montévraz,Montévraz,FR,2,,1,926,2220,19960905
5817,20,1724,5,Oberried FR,Oberried FR,FR,2,,1,926,2220,19960905
5818,20,1723,4,Pierrafortscha,Pierrafortscha,FR,2,1,1,926,2216,19960905
5819,20,1772,2,Ponthaux,Ponthaux,FR,2,,0,1011,2217,19960905
5820,20,1726,4,Posat,Posat,FR,2,,0,983,2192,19960905
5821,20,1695,2,Rueyres-St-Laurent,Rueyres-St-Laurent,FR,2,,0,983,2223,19960905
5822,20,1724,6,Senèdes,Senèdes,FR,2,,1,926,2225,19960905
5823,20,1695,4,Villarsel-Gibloux,Villarsel-le-Gibloux,FR,2,,0,983,2223,20010103
5824,20,1723,3,Villarsel-Marly,Villarsel-sur-Marly,FR,2,,1,926,2230,19990324
5825,20,1724,7,Zénauva,Zénauva,FR,2,,1,926,2220,19960905
5826,20,1721,2,Cormérod,Cormérod,FR,2,,0,1037,2272,19980414
5829,20,1721,4,Courtion,Courtion,FR,2,,0,1037,2272,19980414
5830,20,1792,2,Guschelmuth,Guschelmuth,FR,1,,0,1885,2262,19960905
5831,20,1784,3,Wallenried,Wallenried,FR,2,1,1,1037,2283,20031101
5832,20,1716,2,Oberschrot,Oberschrot,FR,1,,1,962,2298,19990421
5833,20,1719,2,Zumholz,Zumholz,FR,1,,0,962,2310,19960905
5834,20,1609,2,Besencens,Besencens,FR,2,,0,798,2335,19890601
5835,20,1609,3,Fiaugères,Fiaugères,FR,2,,0,798,2335,19890601
5836,20,1624,2,Grattavache,Grattavache,FR,2,,0,798,2338,19960903
5837,20,1174,2,Pizy,Pizy,VD,2,,0,299,5422,19890601
5839,20,1787,2,Mur (Vully) VD,Mur (Vully) VD,VD,2,,0,1039,5464,19960905
5840,20,1580,2,Oleyres,Oleyres,VD,2,,1,7660,5451,19991021
5841,20,1148,7,Chavannes-Veyron,Chavannes-le-Veyron,VD,2,,0,290,5475,20031001
5842,20,1148,2,Mauraz,Mauraz,VD,2,,0,290,5488,19890601
5844,20,1376,2,Eclagnens,Eclagnens,VD,2,,0,7670,5541,19890601
5845,20,1376,3,Goumoens-le-Jux,Goumoens-le-Jux,VD,2,,0,7670,5541,19890601
5847,20,1041,26,Naz,Naz,VD,2,,0,7670,5540,20010907
5848,20,1421,2,Grandevent,Grandevent,VD,2,,0,6257,5560,19950907
5849,20,1428,2,Mutrux,Mutrux,VD,2,,0,6257,5563,19890601
5850,20,1423,3,Romairon,Romairon,VD,2,,0,6257,5571,19890601
5851,20,1423,4,Vaugondry,Vaugondry,VD,2,,0,6257,5571,19890601
5852,20,1008,2,Jouxtens-Mézery,Jouxtens-Mézery,VD,2,,1,130,5585,19951124
5853,20,1134,2,Chigny,Chigny,VD,2,,1,6256,5628,19890601
5854,20,1026,2,Denges,Denges,VD,2,,1,6256,5632,19980423
5855,20,1410,2,Correvon,Correvon,VD,2,,0,6257,5693,19890601
5856,20,1682,2,Lovatens,Lovatens,VD,2,,0,7663,5674,19900625
5857,20,1063,2,Martherenges,Martherenges,VD,2,,0,7661,5693,19890601
5858,20,1041,22,Montaubion-Chardon,Montaubion-Chardonney,VD,2,,0,7670,5804,19890601
5859,20,1513,2,Rossenges,Rossenges,VD,2,,0,7661,5684,19960927
5860,20,1683,3,Sarzens,Sarzens,VD,2,,0,862,5686,19890927
5861,20,1277,1,Arnex-sur-Nyon,Arnex-sur-Nyon,VD,2,,0,478,5701,19960806
5862,20,1279,2,Bogis-Bossey,Bogis-Bossey,VD,2,,1,523,5705,19950307
5863,20,1290,2,Chavannes-des-Bois,Chavannes-des-Bois,VD,2,,1,7169,5708,19900823
5864,20,1355,2,Sergey,Sergey,VD,2,,0,7240,5762,19890601
5865,20,1608,2,Bussigny-sur-Oron,Bussigny-sur-Oron,VD,2,,0,8365,5805,19890601
5866,20,1608,3,Chesalles-sur-Oron,Chesalles-sur-Oron,VD,2,,0,8365,5805,19890601
5867,20,1607,3,Les Tavernes,Les Tavernes,VD,2,,0,8365,5805,19990809
5868,20,1607,4,Les Thioleyres,Les Thioleyres,VD,2,,0,8365,5805,19990809
5869,20,1610,2,Vuibroye,Vuibroye,VD,2,,0,8365,5805,19990809
5870,20,1682,5,Cerniaz VD,Cerniaz VD,VD,2,,0,7663,5831,20020201
5871,20,1554,2,Rossens VD,Rossens VD,VD,2,,0,738,5830,19960904
5872,20,1525,2,Seigneux,Seigneux,VD,2,,0,715,5831,19960904
5873,20,1195,2,Dully,Dully,VD,2,,0,313,5855,19960806
5874,20,1180,2,Tartegnin,Tartegnin,VD,2,,0,7669,5862,19890601
5876,20,1436,2,Chamblon,Chamblon,VD,2,,0,6257,5904,19960806
5877,20,1415,2,Démoret,Démoret,VD,2,,0,6257,5912,19890601
5878,20,1443,2,Essert-s-Champvent,Essert-sous-Champvent,VD,2,,0,6257,5905,19890601
5879,20,1443,3,Villars-Champvent,Villars-sous-Champvent,VD,2,,0,6257,5905,19890601
5880,20,1407,2,Gossens,Gossens,VD,2,,0,6257,5913,19890601
5881,20,1432,2,Gressy,Gressy,VD,2,,0,6257,5938,19890601
5882,20,1407,3,Mézery-Donneloye,Mézery-près-Donneloye,VD,2,,0,6257,5913,19890601
5883,20,1047,0,Oppens,Oppens,VD,2,,0,183,5923,20080401
5884,20,1412,2,Ursins,Ursins,VD,2,,0,6257,5932,19890601
5885,20,1404,2,Villars-Epeney,Villars-Epeney,VD,2,,0,6257,5935,19890601
5886,20,2027,2,Montalchez,Montalchez,NE,2,,0,1298,6411,19960910
5887,20,2063,2,Engollon,Engollon,NE,2,,0,1312,6487,19960910
5890,20,2933,2,Damphreux,Damphreux,JU,2,,0,1605,6787,19960913
5891,20,2953,2,Fregiécourt,Fregiécourt,JU,2,,0,1601,6810,19960913
5892,20,8165,2,Oberweningen,Oberweningen,ZH,1,,1,4539,93,19930614
5893,20,8165,3,Schleinikon,Schleinikon,ZH,1,,1,4539,98,19970319
5894,20,8543,0,Bertschikon,Bertschikon,ZH,1,,1,4808,212,20080101
5895,20,3283,2,Niederried b. Kall,Niederried b. Kallnach,BE,1,,1,7673,304,20081101
5896,20,4932,2,Gutenburg,Gutenburg,BE,1,,1,2893,332,19960912
5897,20,3294,2,Meienried,Meienried,BE,1,,1,7674,389,19890601
5898,20,3429,3,Hellsau,Hellsau,BE,1,,1,2022,408,20050301
5899,20,3429,2,Höchstetten,Höchstetten,BE,1,,1,2022,410,20050301
5900,20,3324,2,Mötschwil,Mötschwil,BE,1,,1,7286,416,20050301
5901,20,3424,2,Oberösch,Oberösch,BE,1,,1,7291,419,20090301
5902,20,3472,2,Rumendingen,Rumendingen,BE,1,,1,2049,421,19990922
5903,20,3421,2,Rüti b. Lyssach,Rüti b. Lyssach,BE,1,,1,2001,422,19890601
5904,20,3425,2,Willadingen,Willadingen,BE,1,,1,2022,423,19991021
5905,20,2577,2,Finsterhennen,Finsterhennen,BE,1,,0,1477,493,19890601
5906,20,3303,4,Ballmoos,Ballmoos,BE,1,,1,7286,540,19980623
5907,20,3256,2,Bangerten,Bangerten b. Dieterswil,BE,1,,1,1762,532,20081101
5908,20,3053,2,Deisswil Mbuchsee,Deisswil b. Münchenbuchsee,BE,1,,1,7321,535,19990721
5909,20,3053,3,Diemerswil,Diemerswil,BE,1,,1,7321,536,19980723
5910,20,3303,2,Münchringen,Münchringen,BE,1,,1,7286,547,19950904
5911,20,3251,2,Ruppoldsried,Ruppoldsried,BE,1,,1,1762,310,20081101
5912,20,3305,2,Scheunen,Scheunen,BE,1,,1,7286,550,20030201
5913,20,3053,4,Wiggiswil,Wiggiswil,BE,1,,1,7321,553,19990721
5914,20,3309,2,Zauggenried,Zauggenried,BE,1,,1,1949,555,20090301
5915,20,3510,8,Freimettigen,Freimettigen,BE,1,,1,2059,607,20021101
5916,20,3510,9,Häutligen,Häutligen,BE,1,,1,2059,609,19920413
5917,20,3671,2,Herbligen,Herbligen,BE,1,,0,2071,610,19950608
5918,20,3532,2,Mirchel,Mirchel,BE,1,,1,2059,615,19890601
5920,20,3629,2,Oppligen,Oppligen,BE,1,,1,2071,622,19960209
5921,20,3504,2,Oberhünigen,Oberhünigen,BE,1,,1,2059,629,20021101
5922,20,3207,2,Golaten,Golaten,BE,1,,1,7673,664,20040601
5923,20,3274,2,Bühl BE,Bühl b. Aarberg,BE,1,,0,1416,734,19890601
5924,20,3272,2,Epsach,Epsach,BE,1,,0,1477,735,19890601
5925,20,3274,3,Merzligen,Merzligen,BE,1,,0,1416,741,19890601
5926,20,3632,2,Niederstocken,Niederstocken,BE,1,,1,2101,764,20090501
5927,20,3086,2,Englisberg,Englisberg,BE,1,,0,7260,888,19890601
5928,20,3629,3,Jaberg,Jaberg,BE,1,,1,2071,868,19960209
5929,20,3628,2,Kienersrüti,Kienersrüti,BE,1,,1,8014,871,20040401
5930,20,3127,2,Lohnstorf,Lohnstorf,BE,1,,1,1817,874,20020201
5931,20,3116,2,Mühledorf BE,Mühledorf BE,BE,1,,1,1803,875,19890601
5932,20,3116,3,Noflen BE,Noflen BE,BE,1,,1,1803,878,20020201
5933,20,3128,2,Rümligen,Rümligen,BE,1,,1,1817,881,19890601
5934,20,3636,2,Forst,Forst b. Längenbühl,BE,1,,1,1827,948,20031101
5935,20,3623,2,Horrenbach,Horrenbach,BE,1,,0,7330,932,19890601
5936,20,3624,2,Schwendibach,Schwendibach,BE,1,,0,7330,937,19890601
5937,20,3645,2,Zwieselberg,Zwieselberg,BE,1,,1,2101,947,20040801
5938,20,3376,2,Berken,Berken,BE,1,,1,7276,972,20040601
5939,20,3366,2,Bollodingen,Bollodingen,BE,1,,0,7276,973,19960912
5940,20,3367,2,Ochlenberg,Ochlenberg,BE,1,,0,7276,985,19960912
5941,20,4704,2,Wolfisberg,Wolfisberg,BE,1,,1,7181,996,19960913
5942,20,6289,2,Hämikon,Hämikon,LU,1,,1,3396,1030,20040601
5943,20,6277,2,Lieli,Lieli LU,LU,1,,0,7690,1032,19890601
5944,20,6284,2,Sulz LU,Sulz LU,LU,1,,1,3396,1030,20100401
5945,20,6038,2,Honau,Honau,LU,1,,1,8203,1057,19960805
5946,20,8777,2,Betschwanden,Betschwanden,GL,1,,0,8110,1631,19960304
5947,20,8774,0,Leuggelbach,Leuggelbach,GL,1,,1,8110,1631,20030201
5948,20,3216,2,Agriswil,Agriswil,FR,1,,1,7673,2276,20110101
5950,20,3215,2,Büchslen,Büchslen,FR,1,,1,7673,2275,20081101
5951,20,3280,4,Greng,Greng,FR,1,2,1,7220,2261,19960905
5952,20,3213,2,Kleinbösingen,Kleinbösingen,FR,1,,0,1885,2266,19960905
5953,20,3212,2,Kleingurmels,Kleingurmels,FR,1,,0,1885,2262,19960905
5954,20,3215,3,Lurtigen,Lurtigen,FR,1,,1,7673,2270,20081101
5955,20,3206,2,Wallenbuch,Wallenbuch,FR,1,,0,1867,2262,19890601
5956,20,4583,2,Aetigkofen,Aetigkofen,SO,1,,0,2768,2441,19960913
5957,20,3254,2,Balm b. Messen,Balm b. Messen,SO,1,,0,1905,2457,19890601
5958,20,4584,3,Gächliwil,Gächliwil,SO,1,,0,2768,2456,19950802
5959,20,4556,2,Bolken,Bolken,SO,1,,0,2752,2514,19960912
5960,20,4556,3,Burgäschi,Burgäschi,SO,1,,0,2752,2511,19960912
5961,20,4566,2,Halten,Halten,SO,1,,1,2761,2520,19960913
5962,20,4558,2,Heinrichswil,Heinrichswil,SO,1,,1,2761,2535,20020701
5963,20,4554,2,Hüniken,Hüniken,SO,1,,0,2752,2524,19960912
5964,20,4566,3,Oekingen,Oekingen,SO,1,,1,2761,2529,19960913
5965,20,4556,4,Steinhof SO,Steinhof SO,SO,1,,0,2752,2511,19960912
5966,20,4558,3,Winistorf,Winistorf,SO,1,,1,2761,2535,20020701
5967,20,4535,2,Kammersrohr,Kammersrohr,SO,1,,0,2730,2549,19960912
5969,20,4436,2,Liedertswil,Liedertswil,BL,1,,1,2665,2890,19951122
5970,20,9057,2,Schwende,Schwende,AI,1,,1,7309,3105,20090501
5971,20,7456,2,Marmorera,Marmorera,GR,1,,0,4275,3533,19890601
5972,20,7130,2,Schnaus,Schnaus,GR,1,,1,8395,3583,20060201
5973,20,7116,2,St. Martin,St. Martin (Lugnez),GR,1,,0,4083,3598,19910918
5974,20,7415,2,Pratval,Pratval,GR,1,,0,8394,3635,19890601
5975,20,7423,2,Portein,Portein,GR,1,,1,8394,3661,20060101
5976,20,7027,3,Calfreisen,Calfreisen,GR,1,,0,4024,3921,19971211
5977,20,5619,2,Uezwil,Uezwil,AG,1,,1,7197,4078,19991021
5978,20,2912,2,Réclère,Réclère,JU,2,,0,1605,6809,19960913
5979,20,1820,6,Veytaux,Veytaux,VD,2,,1,1071,5891,19980922
5980,20,5012,4,Eppenberg,Eppenberg,SO,1,,1,7195,2574,19951207
5981,20,8905,2,Islisberg,Islisberg,AG,1,,1,5136,4084,20100701
5984,20,5637,2,Geltwil,Geltwil,AG,1,,1,7689,4232,20101001
5985,20,5058,0,Wiliberg,Wiliberg,AG,1,,0,2960,4288,19950620
5986,20,8580,7,Hefenhofen,Hefenhofen,TG,1,,1,7223,4416,19960806
5987,20,8586,7,Buchackern,Buchackern,TG,1,,1,7223,4476,20020101
5988,20,8586,8,Engishofen,Engishofen,TG,1,,1,7223,4476,19960306
5989,20,8586,9,Ennetaach,Ennetaach,TG,1,,1,7223,4476,19960306
5991,20,8253,2,Willisdorf,Willisdorf,TG,1,,1,8003,4545,19960813
5992,20,8546,2,Kefikon TG,Kefikon TG,TG,1,,1,4808,4571,19991021
5995,20,8553,5,Eschikofen,Eschikofen,TG,1,,1,4808,4590,20050601
5996,20,8553,2,Harenwilen,Harenwilen,TG,1,,1,4808,4590,20050601
5997,20,8553,3,Mettendorf TG,Mettendorf TG,TG,1,,1,4808,4590,20050601
5998,20,8573,2,Alterswilen,Alterswilen,TG,1,,1,7241,4666,20090501
5999,20,8573,3,Altishausen,Altishausen,TG,1,,1,7241,4666,20090501
6000,20,8566,4,Ellighausen,Ellighausen,TG,1,,1,7241,4666,20090501
6001,20,8566,5,Lippoldswilen,Lippoldswilen,TG,1,,1,7241,4666,20090501
6002,20,8274,2,Gottlieben,Gottlieben,TG,1,,1,4631,4651,19991021
6003,20,8585,7,Schönenbaumgarten,Schönenbaumgarten,TG,1,,1,7223,4681,20021201
6004,20,8585,8,Herrenhof,Herrenhof,TG,1,,1,7223,4681,20021201
6005,20,8564,3,Sonterswil,Sonterswil,TG,1,,0,7442,4701,19980817
6006,20,9562,2,Buch b. Märwil,Buch b. Märwil,TG,1,,1,5446,4711,20080601
6007,20,9556,2,Zezikon,Zezikon,TG,1,,1,5446,4711,20080601
6010,20,8512,3,Wetzikon TG,Wetzikon TG,TG,1,,0,4808,4611,19960306
6012,20,8360,2,Wallenwil,Wallenwil,TG,1,,1,4676,4724,19970411
6013,20,8537,2,Uerschhausen,Uerschhausen,TG,1,,1,4808,4821,20050801
6014,20,8505,2,Dettighofen,Dettighofen,TG,1,,1,4808,4841,19991116
6016,20,8259,3,Rheinklingen,Rheinklingen,TG,1,,1,7698,4871,20080601
6019,20,8572,2,Andhausen,Andhausen,TG,1,,1,4881,4891,19960515
6020,20,8572,3,Graltshausen,Graltshausen,TG,1,,1,4881,4891,19960515
6021,20,8585,9,Birwinken,Birwinken,TG,1,,1,7223,4901,20020101
6022,20,8572,4,Guntershausen Berg,Guntershausen b. Berg,TG,1,,1,4881,4891,20020701
6023,20,8585,10,Klarsreuti,Klarsreuti,TG,1,,1,7223,4901,20020101
6025,20,8575,1,Istighofen,Istighofen,TG,1,,1,4888,4911,19960306
6028,20,8556,2,Engwang,Engwang,TG,1,,1,4857,4951,20080601
6029,20,8556,3,Illhart,Illhart,TG,1,,1,4857,4951,20080601
6030,20,6720,2,Ghirone,Ghirone,TI,3,,0,3724,5049,19951218
6031,20,6724,2,Largario,Largario,TI,3,,0,3724,5048,19951218
6032,20,6723,3,Marolta,Marolta,TI,3,,0,3724,5048,19951218
6033,20,6963,2,Cureggia,Cureggia,TI,3,,0,8027,5192,20050801
6034,20,6814,2,Lamone,Lamone,TI,3,,1,3864,5189,20021201
6035,20,3995,2,Ausserbinn,Ausserbinn,VS,1,,0,2419,6056,19960902
6036,20,3995,3,Mühlebach (Goms),Mühlebach (Goms),VS,1,,0,2419,6056,19960902
6037,20,3989,2,Ritzingen,Ritzingen,VS,1,,0,2411,6073,19980801
6038,20,3989,3,Selkingen,Selkingen,VS,1,,0,2411,6073,19960919
6039,20,3995,4,Steinhaus,Steinhaus,VS,1,,0,2419,6056,19960902
6040,20,3957,2,Bratsch,Bratsch,VS,1,,0,2356,6118,20021001
6041,80,3956,3,Guttet,Guttet,VS,1,,0,2356,6117,20060601
6042,20,3983,2,Bister,Bister,VS,1,,0,2425,6172,19960902
6043,20,3983,3,Filet,Filet,VS,1,,0,2425,6203,19960902
6044,20,3983,4,Goppisberg,Goppisberg,VS,1,,0,2425,6181,19960902
6045,20,3994,2,Martisberg,Martisberg,VS,1,,0,2426,6178,19960902
6046,10,3940,0,Steg VS,Steg VS,VS,1,,1,8441,6204,20080501
6047,20,9498,0,Planken,Planken,FL,1,,1,8233,7006,19950907
6048,20,6212,2,Kaltbach,Kaltbach,LU,1,,0,7217,1091,19951207
6049,20,8525,2,Wilen b. Neunforn,Wilen b. Neunforn,TG,1,,0,8245,4601,19960712
6050,20,2735,4,Malleray,Malleray,BE,2,,1,7657,697,19961105
6051,20,1653,2,Crésuz,Crésuz,FR,2,,0,832,2130,19960903
6052,20,1626,2,Treyfayes,Treyfayes,FR,2,,0,7403,2152,19960903
6053,20,2027,3,Fresens,Fresens,NE,2,,0,1298,6409,19960910
6054,20,2933,3,Lugnez,Lugnez,JU,2,,0,1605,6793,19980801
6055,20,2953,3,Pleujouse,Pleujouse,JU,2,,0,1601,6810,19960913
6056,20,1624,3,Progens,Progens,FR,2,,0,798,2338,19960903
6058,20,5012,3,Wöschnau,Wöschnau,SO,1,,1,7195,2574,19951207
6059,20,3984,2,Fieschertal,Fieschertal,VS,1,,0,2426,6058,19960902
6060,20,6814,3,Cadempino,Cadempino,TI,3,,1,3864,5162,20021201
6061,20,4584,2,Lüterswil,Lüterswil,SO,1,,0,2768,2456,19950802
6062,20,8905,3,Arni AG,Arni AG,AG,1,,1,5136,4061,20100701
6063,20,8553,4,Hüttlingen,Hüttlingen,TG,1,,1,4808,4590,20050601
6064,80,3956,2,Feschel,Feschel,VS,1,,0,2356,6117,20060601
6065,30,8801,2,Thalwil,Thalwil Fächer,ZH,1,,0,6065,141,19890704
6066,20,9470,5,Werdenberg,Werdenberg,SG,1,,1,7718,3273,19960806
6067,20,8427,2,Freienstein,Freienstein,ZH,1,,1,4730,57,19960802
6068,20,8427,3,Rorbas,Rorbas,ZH,1,,1,4730,68,19960802
6121,20,1626,3,Rueyres-Treyfayes,Rueyres-Treyfayes,FR,2,,0,7403,2152,19960903
6122,20,1884,2,Arveyes,Arveyes,VD,2,,1,7666,5409,19991021
6125,20,3963,4,Aminona,Aminona,VS,2,,0,7257,6242,20030601
6126,20,5053,2,Wittwil,Wittwil,AG,1,,0,2960,4284,19951207
6127,20,6005,2,St. Niklausen LU,St. Niklausen LU,LU,1,,0,3202,1058,20060901
6130,20,6995,2,Madonna del Piano,Madonna del Piano,TI,3,,1,9009,5178,20120501
6131,20,7226,2,Fajauna,Fajauna,GR,1,,1,4135,3962,20040201
6132,20,7743,2,Miralago,Miralago,GR,3,,0,4370,3561,19960307
6133,20,8212,4,Nohl,Nohl,ZH,1,,1,4562,34,20060101
6134,20,8471,2,Dägerlen,Dägerlen,ZH,1,,1,4749,214,20030201
6136,80,9030,2,Gaiserwald,Gaiserwald,SG,1,,0,6519,3442,20060601
6137,20,9122,2,Ebersol,Ebersol,SG,1,,1,5269,3378,20090501
6141,30,6341,0,Baar,Baar,ZG,1,,0,6141,1701,19960610
6142,30,6342,0,Baar,Baar,ZG,1,,0,6142,1701,19960610
6143,80,6340,1,Baar 1,Baar 1,ZG,1,,0,7199,1701,20080101
6144,20,6900,9,Paradiso,Paradiso,TI,3,,1,3837,5210,19960611
6146,20,1754,4,Avry-sur-Matran,Avry-sur-Matran,FR,2,,0,986,2174,19980801
6147,20,1783,4,Barberêche,Barberêche,FR,2,1,0,1037,2243,20031101
6148,20,1774,2,Montagny-les-Monts,Montagny-les-Monts,FR,2,,0,1015,2029,19960905
6149,30,1110,3,Morges 3,Morges 3,VD,2,,0,6149,5642,19891106
6154,40,9029,0,St. Gallen,St. Gallen Sonderdienste,SG,1,,0,5204,3203,20090401
6155,20,1585,2,Bellerive VD,Bellerive VD,VD,2,,0,764,5464,19960904
6156,20,2052,2,La Vue-des-Alpes,La Vue-des-Alpes,NE,2,,1,1311,6487,20020801
6157,20,3656,2,Ringoldswil,Ringoldswil,BE,1,,0,2151,938,19900101
6165,20,4922,2,Thunstetten,Thunstetten,BE,1,,1,2889,342,19960912
6166,30,1709,0,Fribourg,Fribourg,FR,2,,0,6166,2196,19960905
6167,80,1400,3,Yverdon,Yverdon,VD,2,,0,6257,5938,20120501
6168,30,8879,0,Pizolpark (Mels),Pizolpark (Mels),SG,1,,0,6168,3293,20050301
6177,20,1195,3,Bursinel,Bursinel,VD,2,,0,313,5852,19900701
6179,40,6207,2,Nottwil SPZ,Nottwil Paraplegikerzentrum,LU,1,,0,3342,1094,20030301
6183,80,3000,88,Bern Radio Schweiz,Bern Radio Schweiz,BE,1,,0,8837,351,20080101
6185,20,3900,3,Brigerbad,Brigerbad,VS,1,,0,5495,6002,20060801
6186,10,8118,0,Pfaffhausen,Pfaffhausen,ZH,1,,1,4510,193,19910603
6191,80,5601,0,Lenzburg Sonderdst,Lenzburg Sonderdienste,AG,1,,0,7189,4201,20090401
6192,20,1428,1,Provence,Provence,VD,2,,0,6257,5566,19910417
6193,20,2715,1,Châtelat,Châtelat,BE,2,,0,7656,684,19910417
6194,20,1091,3,Chenaux,Chenaux,VD,2,,0,784,5613,20000501
6196,40,9028,0,St. Gallen,St. Gallen,SG,1,,0,5219,3203,19940103
6197,40,9027,0,St. Gallen,St. Gallen Mona Versand,SG,1,,0,5219,3203,19970919
6201,40,1811,0,Vevey,Vevey Services spéciaux,VD,2,,0,1044,5890,19980302
6203,20,6600,4,Solduno,Solduno,TI,3,,1,3621,5113,20051101
6204,30,1723,2,Marly 2,Marly 2,FR,2,,0,6204,2206,19960905
6205,40,3609,0,Thun,Thun,BE,1,,0,2101,942,20050601
6206,30,1723,1,Marly 1,Marly 1,FR,2,,0,6206,2206,19960905
6216,20,6363,2,Bürgenstock,Bürgenstock,NW,1,,1,7215,1510,20040601
6218,20,8832,2,Wilen b. Wollerau,Wilen b. Wollerau,SZ,1,,1,7702,1322,19960806
6219,10,1754,5,Avry-Centre FR,Avry-Centre FR,FR,2,,0,986,2174,19960905
6220,20,5316,2,Felsenau AG,Felsenau AG,AG,1,,0,3038,4313,19920619
6221,20,1775,2,Mannens,Mannens,FR,2,,0,1015,2029,19960905
6222,20,1775,3,Grandsivaz,Grandsivaz,FR,2,,0,1015,2029,19960905
6224,40,1211,14,Genève 14,Genève 14,GE,2,,0,381,6621,20081201
6226,20,8926,2,Hauptikon,Hauptikon,ZH,1,,0,5148,6,19920923
6227,20,8926,3,Uerzlikon,Uerzlikon,ZH,1,,0,5148,6,19920923
6228,80,8036,65,Zürich Corona,Zürich Corona,ZH,1,,0,4415,261,19930908
6230,20,1026,3,Echandens,Echandens,VD,2,,1,6256,5633,19980801
6231,80,1260,76,Nyon car postal,Nyon car postal La Côte-Ju,VD,2,,0,473,5724,19960226
6232,80,1400,76,Yverdon car postal,Yverdon car postal VD-Broye,VD,2,,0,593,5938,19960226
6233,80,1951,76,Sion car postal,Sion car postal VS-Léman,VS,2,,0,1203,6266,19960806
6234,80,3900,76,Brig Postauto,Brig Postauto Oberwallis,VS,1,,0,5495,6002,19960902
6235,80,8050,76,Zürich Postauto,Zürich Postauto Zürich,ZH,1,,0,7303,261,19960226
6236,80,8500,76,Frauenfeld Pauto,Frauenfeld Postauto TG-SH,TG,1,,0,4808,4566,19960806
6237,20,5405,2,Dättwil AG,Dättwil AG,AG,1,,1,6552,4021,19931223
6238,20,5406,2,Rütihof,Rütihof,AG,1,,1,3054,4021,19931223
6239,20,8106,2,Adlikon b.Regensdf,Adlikon b. Regensdorf,ZH,1,,1,7255,96,19930205
6240,80,9400,60,Rorschach Zust,Rorschach Zustellung,SG,1,,0,6240,3215,19990408
6241,20,6343,2,Buonas,Buonas,ZG,1,,1,7213,1707,19960304
6242,20,6343,3,Risch,Risch,ZG,1,,1,7213,1707,19960304
6243,20,6343,4,Holzhäusern ZG,Holzhäusern ZG,ZG,1,,1,7213,1707,19960304
6244,20,3945,1,Niedergampel,Niedergampel,VS,1,,1,8441,6118,20080501
6245,20,1965,8,Drône VS,Drône VS,VS,2,,1,8040,6265,19990515
6256,80,1110,60,Morges Dist,Morges Distribution,VD,2,,0,6256,5638,20031001
6257,80,1400,60,Yverdon 1 Dist,Yverdon 1 Distribution,VD,2,,0,6257,5938,20030101
6258,20,3415,3,Rüegsauschachen,Rüegsauschachen,BE,1,,1,7675,956,20020601
6259,20,3415,1,Hasle b. Burgdorf,Hasle b. Burgdorf,BE,1,,1,7675,406,20040101
6260,20,6363,1,Fürigen,Fürigen,NW,1,,1,7215,1510,20030601
6269,20,6410,5,Rigi Scheidegg,Rigi Scheidegg,SZ,1,,1,7206,1362,19990324
6274,20,4571,1,Lüterkofen,Lüterkofen,SO,1,,1,2716,2455,20050201
6279,30,8775,0,Luchsingen-Hätzin,Luchsingen-Hätzingen,GL,1,,0,6279,1631,20091001
6283,40,8070,0,Zürich,Zürich,ZH,1,,0,4393,261,19970310
6284,40,8071,0,Zürich CS PZ,Zürich CS PZ,ZH,1,,0,4393,261,19961213
6285,80,1631,0,Bulle,Bulle,FR,2,,0,6285,2125,19970122
6287,40,3040,0,Bern,Bern,BE,1,,0,9004,351,19950920
6288,40,4040,2,Basel,Basel,BL,1,,0,6288,2769,19970925
6291,40,6007,0,Luzern,Luzern,LU,1,,0,3215,1061,19960411
6293,40,8759,0,Netstal,Netstal,GL,1,,0,7706,1632,19970224
6295,40,9020,0,St. Gallen,St. Gallen,SG,1,,0,5204,3203,19960411
6297,80,6500,65,Bellinzona CS,Bellinzona centro servici,TI,3,,0,3545,5002,19951206
6347,20,8268,2,Salenstein,Salenstein,TG,1,,1,4628,4851,20080901
6349,20,8522,2,Aawangen,Aawangen,TG,1,,1,4672,4551,20090501
6351,20,9503,2,Lanterswil,Lanterswil,TG,1,,1,5446,4921,20080601
6352,20,8574,2,Oberhofen TG,Oberhofen TG,TG,1,,1,7241,4683,20120801
6353,20,6260,3,Hintermoos,Hintermoos,LU,1,,1,7692,1147,19950904
6354,40,1211,71,Genève 71 CS CP,Genève 71 CS CP,GE,2,,0,4393,6621,19950412
6355,80,1279,1,Chavannes-Bogis LS,Chavannes-de-Bogis OLS,VD,2,,0,523,5707,20080101
6356,80,1215,2,Genève ICC OLS,Genève ICC OLS,GE,2,,0,422,6630,20080101
6357,30,1950,4,Sion 4,Sion 4,VS,2,,0,6357,6266,19960806
6360,20,6383,3,Wiesenberg,Wiesenberg,NW,1,,1,3453,1503,19950222
